element_id,part_num,color_id
6088585,11253,0
317626,3176,0
4652069,87990,0
6029324,11334,0
6057683,973c03h14pr2539,0
4612482,93575,0
4277774,50947,0
4271120,75c26,0
4299844,75c32,0
4614717,88760c02pr0001,0
4539364,64776pat0001,0
4107082,32016,0
9339,970c00,0
6044169,3070bpr0079,0
6311254,24204,27
4296204,44352,0
4652375,92233,0
4153005,30648,0
4524358,30648,0
4142814,30488,0
4632584,90661,0
4153013,30647,0
4621116,57999,0
4536520,60806,0
4113299,78c02,0
4229602,30647,0
6105963,18980,0
6102596,18977,0
6116487,10169,0
6000155,98592,0
4141301,32294,0
4143751,30541,0
6115182,90498pr0001,0
4506910,78c04,0
4224500,44036,0
4159550,30505,0
4143539,32474,0
4236019,32307,0
4656122,2614,0
4141120,30493,0
4278717,51695,0
6039134,90641,0
4142822,32523,0
6073113,970c00pr0653,0
4623609,63208pr1786,0
4112864,78c11,0
6115190,90498pr0002,0
4596243,92258,0
6015899,11091,0
4226509,30388,0
4111951,2994,0
4167106,30386,0
4650864,92257,0
4249892,42234,0
4527063,62698,0
4142992,30383,0
6030921,973c27h01pr1192,0
6087083,62698,0
6023586,973c03h03pr1437,0
6020090,58057pr0002,0
6044166,3070bpr0074,0
4143417,32527,0
4624825,970e03,0
6044156,3070bpr0072,0
4522653,30171,0
6023470,973c03h03pr2077,0
6022682,970c00pr0433,0
4533104,973c03h03pr1420,0
4116825,30287,0
4548726,973c03h03pr1469,0
6104403,18976,0
6016943,98101pr0001,0
4293532,4150pr0003,0
4113870,30180,0
4297302,53988pat0002,0
4113231,30165,0
6044221,3070bpr0095,0
6008340,30163,0
6107896,90398pr0005,0
4545233,30149,0
4295061,973c03h12,0
4298619,2446,0
6081356,973c03h01pr2776,0
4143419,32528,0
6022943,3626cpr1150,0
6162465,28223,72
302126,3021,0
6094053,73090b,0
6056685,970c00pr0583,0
6019787,95221pr0001,0
4121916,30140,0
6115149,90398pr0009,0
6062783,15424pr0001,0
4121914,30136,0
6082446,3626cpr1510,0
6020192,42446,0
6071289,15372pr0001,0
4508203,51342pat0007,0
6008335,10904,0
4140430,32291,0
6079757,973c03h01pr2756,0
6005935,33215,0
6063314,3626cpr1373,0
6044205,3070bpr0091,0
6044158,3070bpr0068,0
4162982,3069bpr0070,0
6047276,11477,0
82339,4444pr0008,0
6108532,10039,0
4143466,32557,0
6052851,11291,0
6025396,75c22,0
300926,3009,0
4539146,64263pat0002,0
4552006,970x154,0
6023720,3068bpr0334,0
4504382,54200,0
4294570,30056,0
4107182,30035,0
6062930,15357pr0002,0
6099429,93217,0
4114131,30029,0
6044214,3070bpr0090,0
4622570,95120,0
6044148,3070bpr0067,0
6044183,3070bpr0065,0
4294604,2587pr0019,0
4288259,2951,0
4562379,2950,0
4294605,2587pr0018,0
4260488,50745,0
4668450,973pr1827c01,0
4142543,2905,0
6057873,970c00pr0604,0
6060813,90640pr0022,0
4490248,2856,0
281726,2817,0
4180548,44126,0
6022490,970c00pr0363,0
4142870,2577,0
9444,970x021,0
4633891,2551,0
6150217,50747,0
4610045,93225,0
4514341,2516,0
4111944,78c15,0
6143834,973c03h12pr2188,0
6023532,970c00pr0346,0
6069000,15672,0
4297719,56823c50,0
4161403,2488,0
4166238,78c05,0
4189116,2462,0
6039347,14413,0
4111942,78c06,0
4586179,90265,0
4563474,87745,0
6044258,3070bpr0102,0
4114744,78c09,0
6064224,15310pr0001,0
4636202,2449,0
4216542,30362,0
244926,2449,0
4508913,2400,0
244426,2444,0
244126,2441,0
4577217,2437,0
4563738,88007,84
4519909,4623,70
4630112,3626bpr0781,0
4533115,973c03h03pr1422,0
6143335,970c00pr0408,0
6017991,3626cpr1084,0
6022506,3626cpr1130,0
4569407,87617,0
6035176,3626cpr1206,0
6040100,3626cpr1232,0
4614788,87544,0
4270677,50629,0
6152821,973c03h03pr3447,0
6152817,3626cpr1960,0
4502834,53992,0
4623154,53989,0
6107390,18978,0
6296999,6180pr0008,0
6313018,30104,42
6129503,93590,15
6152538,973c03h03pr3437,0
6055022,3626cpr1285,0
6099483,18649,0
6323851,11938,14
4513695,14728c200,0
6044216,3070bpr0098,0
6057437,3626cpr1359,0
6069949,17265,0
4504612,57539,0
6078301,3626cpr1456,0
4175395,3629,0
364126,3641,0
4561467,57539,0
4523640,78c12,0
6055554,15851pat0001,0
4113010,78c18,0
4198635,4185,0
6075081,3678bpr0045,0
4595837,86208,0
6057727,15976,0
6055778,15830,0
6054852,15706,0
6086929,92255,0
6064124,16701,0
6070190,17317,0
6210077,92593,70
4143982,3684,0
6054856,15619,0
4578677,87414,0
6092585,15573,0
6051508,15571,0
4499434,57796,0
6023373,3626cpr0781,0
6055630,15461,0
6102341,15395,0
4533090,57900,0
6056379,15367,0
6103414,973c22h12pr2930,0
6056359,15359,0
6016990,10066pr0002,0
6088489,15303,0
6055632,15265,0
4632330,95327pr0001,0
370326,3703,0
6051532,15082,0
4140737,3834,0
396226,3962b,0
4612398,970e05,0
6075062,14395,0
387326,3873,0
6020224,3878pr0002,0
4141815,32310,0
4505842,32249,0
4216388,3853,0
6065496,14716,0
6099481,970c00pr0775,0
6152659,21019c00pat009,0
4667814,3960pr0011,0
400626,4006,0
402526,4025,0
6070192,12592c02,0
4494063,54690,0
6176907,19185,0
4298659,3960pr0017,0
6039869,13547,0
4532371,57482,0
6036717,13358,0
6036787,13355,0
6012850,74699,0
4505473,59490pat0001,0
6021616,11908,0
6025012,12622,0
4529236,59900,0
6057367,973c03h12pr2515,0
403226,4032a,0
4105175,3878,0
6055382,15616pr0002,0
241226,2412b,0
243126,2431,0
4569092,3878,0
4124171,50231,0
4492322,89536,0
6103367,75c32,0
4618880,6005,0
6024587,4162pr0022,0
6021803,4162pr0021,0
6023036,11946,0
6045721,4162pr0028,0
6074769,89536,0
6052208,4162pr0029,0
6082179,4162pr0031,0
4500917,52031,0
6070233,4162pr0032,0
6093248,4162pr0034,0
6040336,14137,0
6093252,4162pr0052,0
6045912,11833,0
4561035,43719,0
6315342,973c26h02pr9656,19
4177441,41669,0
6019986,11455,0
6122397,22566,0
4271079,30294,0
4160108,41747,0
4114294,32064a,0
4160130,41748,0
4205271,41750,0
4195702,41750,0
4160738,41750,0
6006140,60483,0
4563681,60583b,0
6050828,11208,0
4161332,41770,0
6108748,50955pr0001,0
6108765,50956pr0001,0
4596914,41879a,0
6056234,11610,0
6030875,11402,0
4528334,14226c41,0
4251393,50304,0
4153393,40239,0
6022170,11103,0
6097122,14769pr1007,0
4160409,42023,0
6115326,87079pr0073,0
6115328,87079pr0074,0
6115331,87079pr0075,0
6015891,11090,0
6022289,12550pr0002,0
4531192,6239,0
4502266,2609b,0
4622359,42030,0
6022202,11062,0
6020548,95224pr0001,0
6012466,10830pat0001,0
6022370,10509pr0002,0
6083347,10288,0
6065919,973c14h02pr2636,0
6094141,15208,0
4550190,50303,0
4227006,50254,0
6089119,18651,0
6014618,10113,0
4646824,98133,0
4503648,57779,0
4537551,60849,0
6175402,11816pr0108,84
6034906,10111apr0006,0
4223455,49423,0
4222985,48933,0
4626202,43892,0
4177239,42908,0
6119425,5102c27,0
6119448,5102c37,0
4249261,32175,0
6119444,5102c30,0
6109280,18943,0
4282746,2436,0
6036006,14045,0
6147259,61406pat0006,0
6064767,4162pr0030,0
243626,2436,0
408526,4085c,0
4239365,50303,0
4587313,42450,0
6330197,30237b,0
6039975,13565,0
610826,6108,0
4653208,87994,0
4200789,44815,0
4519243,61053,0
4656377,43887,0
6057903,92099,0
4215982,6070,0
6092876,30237b,0
6031916,11954,0
4521319,60919pat0001,0
6148175,75c13,0
4504476,53451,0
6055612,15446,0
6064789,94883,0
6032165,973c03h01pr1238,0
6021952,11957,0
4582405,973c03h01pr1587,0
4180087,43898,0
4535035,973c03h03pr1425,0
4298922,56656,0
6078892,56908,0
6040298,43711,0
4180508,43722,0
4651566,44225,0
4273734,3648b,0
4633178,61506,0
4528717,6153b,0
4522034,61678,0
4582471,61406pat0005,0
4235705,32019,0
4525236,47755,0
4623504,973pr1774c01,0
449726,4497,0
6061707,10066pr0003,0
6083672,970c00pr0738,0
6048855,44728,0
6109283,18938,0
4542120,60920pat0001,0
6113039,75902pr0006,0
4143307,31110,0
4196803,30185c01,0
4227079,4868b,0
4194212,45705,0
4529173,44661,0
6119405,5102c09,0
6186610,93590,1
4239237,51011,0
4631297,5102c80,0
6075096,973c03h03pr2683,0
4293084,55705,0
6035569,51342pat0008,0
4186636,33303,0
4288241,46667,0
471626,4716,0
6022629,12941,0
4652418,98371,0
4205860,6177b,0
474026,4740,0
4226000,48493,0
4500064,57550pat0001,0
4218519,47299,0
4286361,47302,0
4177150,42060,0
81781,4744pr0001,0
4261559,30536,0
6028409,6179pr0005,0
4144531,30150,0
6178532,92820c01pr0110,379
4142095,76320c01,47
6094164,6179pr0011,0
6023030,11421pr0001,0
4227858,6192,0
4653790,99061,0
4530093,57515,0
6122099,20598pat0001,0
6086978,99242pr0001,0
4513143,52041,0
6063617,15210,0
6121725,95344,0
4651017,99464,0
6032149,6179pr0023,0
4547625,62361,0
4525701,61792pat0001,0
6335769,973c11h01pr0001,28
6028701,6179pr0018,0
4652236,99010,0
6122532,3678bpr0050,0
6121945,3626cpr1732,0
6122569,970x001pr0914,0
6122490,973c03h27pr3113,0
6122529,973c03h27pr3116,0
4613736,33078,0
4226431,32558,0
6057690,973c01h01pr2546,0
6058966,98834,0
4651571,98726,0
4227843,30240,0
4651849,98729,0
4623600,973pr1775c01,0
6035088,47517pr0002c01,0
4218083,47432,0
4653847,98603,0
4271074,30293,0
4644088,56908,0
4507190,40340,0
6057525,32202,0
6188936,93587,0
6101015,4162pr0053,0
4624039,90639pr0019,0
6029233,3626bpr0922,0
6127506,15209,0
6022941,56907,0
6022505,3626cpr1129,0
4525715,63153pat0001,0
6039885,75c07,0
4516989,60750,0
4588026,6259,0
4653244,55704,0
4539770,54272,0
6008100,62696,0
4609580,93219pr0002,0
4579149,62812,0
6081331,973c03h01pr2775,0
4538722,63965,0
6078889,41768,0
6078886,41767,0
4609477,93248pr0001,0
4609584,93228pr0001,0
6020818,970c00pr0323,0
6020816,3626cpr0872,0
6020811,98133pr0009,0
4652470,93553,0
6177287,3678bpr0057,0
6001662,63871,0
6035172,3626cpr1202,0
6177286,973pr3718c01,0
6177270,15086,0
6022400,93595pr0001,0
6074372,13361pr0005,0
4618556,93564pr0001,0
6134235,24151,0
6129374,22387,0
4296954,56661pr0001,0
6003775,42444,0
4173267,30324,0
4254937,47843,0
4213241,47757,0
4218587,47501,0
4186773,44674,0
4183501,40235,0
4556981,2526,0
6314476,973c03h02pr9655,0
4518336,61073,0
4612394,93796pr0001,0
4613453,94071pr0002,0
4653115,98569,0
4519947,2436,19
4598897,64567,0
